?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBcv_0003074>	"An assay that identifies and characterizes small metabolites by mass spectrometry."	
<http://purl.obolibrary.org/obo/CHEBI_35299>		"KEGG:C14325"
<http://purl.obolibrary.org/obo/CHEBI_35780>	"A phosphorus oxoanion that is the conjugate base of phosphoric acid."	
<http://purl.obolibrary.org/obo/FBcv_0003162>	"The cells that are grown on plates."	
<http://purl.obolibrary.org/obo/FBcv_0000033>		
<http://purl.obolibrary.org/obo/CHEBI_23116>		"WebElements:Cl"
<http://purl.obolibrary.org/obo/CHEBI_88188>	"Any drug which causes the onset of an allergic reaction."	
<http://purl.obolibrary.org/obo/FBcv_0000563>	"A methanesulfonate ester that is hexane-2,5-diol in which the hydrogens of the hydroxy groups are replaced by methanesulfonyl groups (from CHEBI)."	
<http://purl.obolibrary.org/obo/FBcv_0003057>	"An assay that characterizes the genome's DNase hypersensitivity using genome tiling array."	
<http://purl.obolibrary.org/obo/FBcv_0000512>	"Mutation induced by exposure to 3H-deoxycytidine radiation."	
<http://purl.obolibrary.org/obo/FBcv_0000408>	"Phenotype that is any abnormality in response to stress (GO:0006950). 'response to stress' is defined as: 'Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).'"	
<http://purl.obolibrary.org/obo/FBcv_0000099>	"20-30% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/CHEBI_52217>	"Any substance introduced into a living organism with therapeutic or diagnostic purpose."	
<http://purl.obolibrary.org/obo/FBcv_0009047>	"Non-functional fragment of a gene product detection tool. A functional gene product detection tool can be reconstituted when complementary split gene product detection tool fragments are brought together in vivo, for example by fusing the fragments to peptides that physically interact."	
<http://purl.obolibrary.org/obo/FBcv_0007552>	"Phenotype that is a decrease in any kind of rate (e.g. speed, frequency) of courtship behavior (GO:0007619). 'courtship behavior' is defined as: 'The behavior of an organism for the purpose of attracting sexual partners.'."	
<http://purl.obolibrary.org/obo/CHEBI_47916>	"Any member of the 'superclass' flavonoids whose skeleton is based on 1-benzopyran with an aryl substituent at position 2. The term was originally restricted to natural products, but is now also used to describe semi-synthetic and fully synthetic compounds."	"Wikipedia:Flavonoid KEGG:C01579"
<http://purl.obolibrary.org/obo/CHEBI_59874>	"A carboxylic acid anion that is the conjugate base of an N-acyl-L-alpha-amino acid arising from deprotonation of the C-1 carboxy group."	
<http://purl.obolibrary.org/obo/FBcv_0007040>	"An engineered antibody consisting of the antigen-binding variable domain (VHH domain) of a camelid single-domain heavy chain antibody (HCab)."	
<http://purl.obolibrary.org/obo/FBcv_0000292>	"An allele that is inferred to make a gene product that is antagonistic to the wild-type gene product from the observations that extra copies of the wild-type allele reduce the expressivity and/or penetrance of the phenotype. So, the phenotype over a deficiency is stronger than that over a wild-type allele, which in turn is stronger than that in the presence of a duplication of the wild-type locus. This test is similar to that used for hypomorphic alleles. An antimorph can be distinguished from a dominant hypermorph as only the former can be reverted to wild-type by deletion of the mutant allele."	
<http://purl.obolibrary.org/obo/FBcv_0003047>	"A biosample containing dissociated cells isolated from the organism, typically isolated by affinity capture or sorting methods."	
<http://purl.obolibrary.org/obo/FBcv_0003131>	"A project study design involving the use of cultured or extracted cells with an investigative focus of studying a cellular property."	
<http://purl.obolibrary.org/obo/CHEBI_33704>	"An amino acid in which the amino group is located on the carbon atom at the position alpha to the carboxy group."	"KEGG:C00045 KEGG:C05167"
<http://purl.obolibrary.org/obo/FBcv_0000600>	"No definition for CHEBI:25829."	
<http://purl.obolibrary.org/obo/CHEBI_36586>	"Any compound containing the carbonyl group, C=O. The term is commonly used in the restricted sense of aldehydes and ketones, although it actually includes carboxylic acids and derivatives."	
<http://purl.obolibrary.org/obo/CHEBI_17102>	"A compound in which one or more of the OH groups of phosphoric acid have been replaced with an amino or substituted amino group. The term is commonly confined to the phosphoric triamides, P(=O)(NR2)3, since replacement of one or two OH groups produces phosphoramidic acids: P(=O)(OH)(NR2)2 , P(=O)(OH)2(NR2)."	
<http://purl.obolibrary.org/obo/FBcv_0000450>	"Phenotype that is a change in any kind of rate (e.g. speed, frequency) of any developmental process (GO:0032502) taking place prior to mature adulthood (defined as adult stage A3), compared to wild-type. Note, developmental processes include stages in development of the whole animal (e.g. larval development) as well as specific sub-processes, such as dorsal closure."	
<http://purl.obolibrary.org/obo/CHEBI_28965>	"A carboxylic acid dianion obtained by deprotonation of both carboxy groups of any dicarboxylic acid."	
<http://purl.obolibrary.org/obo/FBcv_0007031>	"Sequence that has a property that allows specific binding to another macromolecule, where this property can be regulated by irradiation with a pulse of light."	
<http://purl.obolibrary.org/obo/FBcv_0000514>	"Mutation induced by treatment in a Bevatron."	
<http://purl.obolibrary.org/obo/FBcv_0000387>	"Phenotype that is any abnormality in behavior (GO:0007610). 'behavior' is defined as: 'The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity.'"	
<http://purl.obolibrary.org/obo/FBcv_0003067>	"Measurement of global transcript abundance by hybridization of cDNA to an oligonucleotide array, in which the array contains a set of probes designed with complementarity to each annotated transcript."	
<http://purl.obolibrary.org/obo/FBcv_0007531>	"Phenotype that is a decrease in the efficacy of learning (GO:0007612), relative to controls. 'learning' is defined as: 'Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.'"	
<http://purl.obolibrary.org/obo/FBcv_0000036>		
<http://purl.obolibrary.org/obo/FBcv_0000444>	"Phenotype that is an increase in the number of cells in a tissue or organ, usually associated with an increase in size, where the affected tissue or organ maintains its normal form."	
<http://purl.obolibrary.org/obo/FBcv_0000195>	"A publication on a single subject or related subjects that is complete in itself, whether constructed of chapters, sections, or parts, and that is not issued on a regular, ongoing basis. Every chapter is written by the same author or authors of the publication."	
<http://purl.obolibrary.org/obo/CHEBI_23114>		
<http://purl.obolibrary.org/obo/FBcv_0000718>	"Phenotype that is an decrease in any kind of rate (e.g. speed, frequency) of cell growth (GO:0016049) in a whole animal or in some specific organ tissue or clone of cells compared to wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0000704>	"Phenotype expressed only in the presence or absence of some specific chemical whose presence or absence does not induce the same defect in wild-type animals."	
<http://purl.obolibrary.org/obo/CHEBI_29254>		
<http://purl.obolibrary.org/obo/FBcv_0000017>	"Penetrance is the fraction of individuals of a given genotype who exhibit the phenotype associated with that genotype."	
<http://purl.obolibrary.org/obo/CHEBI_50325>	"A univalent organyl group obtained by cleaving the bond from C-2 to the side chain of a proteinogenic amino-acid."	
<http://purl.obolibrary.org/obo/CHEBI_32494>	"The D-enantiomer of phenylalaninate."	
<http://purl.obolibrary.org/obo/FBcv_0000449>	"Phenotype that is any abnormality in establishment of planar polarity (GO:0001736). 'establishment of planar polarity' is defined as: 'Coordinated organization of groups of cells in the plane of an epithelium, such that they all orient to similar coordinates.'"	
<http://purl.obolibrary.org/obo/CHEBI_38104>	"Any organic heterocyclic compound containing at least one ring oxygen atom."	
<http://purl.obolibrary.org/obo/FBcv_0000701>	"Embryonic/larval segmentation phenotype that is the complete or partial loss of odd segments."	
<http://purl.obolibrary.org/obo/FBcv_0007522>	"Phenotype that is a decrease in the efficacy of long-term memory (GO:0007616) relative to controls. 'long-term memory' is defined as: 'The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation.'"	
<http://purl.obolibrary.org/obo/FBcv_0000513>	"Thymidine linked to the radioisotope tritium. Used to label DNA in the study of cellular and viral DNA synthesis (from CHEBI)."	
<http://purl.obolibrary.org/obo/CHEBI_46790>	"A hydroxyether that is ethanol substituted by a methoxy group at position 2."	"PPDB:1639 PDBeChem:MXE MetaCyc:2-METHOXYETHANOL Wikipedia:2-Methoxyethanol DrugBank:DB02806"
<http://purl.obolibrary.org/obo/CHEBI_26078>	"A phosphorus oxoacid that consists of one oxo and three hydroxy groups joined covalently to a central phosphorus atom."	"KEGG:D05467 KNApSAcK:C00007408 KEGG:C00009 Wikipedia:Phosphoric_Acid HMDB:HMDB0002142"
<http://purl.obolibrary.org/obo/CHEBI_78295>	"A physiological role played by any substance that is distributed in foodstuffs. It includes materials derived from plants or animals, such as vitamins or minerals, as well as environmental contaminants."	
<http://purl.obolibrary.org/obo/FBcv_0000093>	"10-70% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/FBcv_0003171>	"A sample that has undergone fractionation in order to isolate specific subcellular components for study."	
<http://purl.obolibrary.org/obo/CHEBI_50902>	"A role played by a chemical compound to induce direct or indirect DNA damage. Such damage can potentially lead to the formation of a malignant tumour, but DNA damage does not lead inevitably to the creation of cancerous cells."	"Wikipedia:Genotoxicity"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"A straight chain alkane composed of 8 carbon atoms."	"MetaCyc:CPD-148 PDBeChem:OCT HMDB:HMDB0001485 DrugBank:DB02440 Wikipedia:Octane KEGG:C01387"
<http://purl.obolibrary.org/obo/FBcv_0000312>	"Phenotype only expressed at low temperatures."	
<http://purl.obolibrary.org/obo/FBcv_0000665>	"Phenotype that is an abnormality in body size compared to wild-type animals raised under the same conditions as the animals exhibiting the phenotype."	
<http://purl.obolibrary.org/obo/CHEBI_27292>		
<http://purl.obolibrary.org/obo/FBcv_0000420>	"Phenotype that is any abnormality in grooming behavior (GO:0007625). 'grooming behavior' is defined as: 'The specific behavior of an organism relating to grooming, cleaning and brushing to remove dirt and parasites.'"	
<http://purl.obolibrary.org/obo/FBcv_0000035>		
<http://purl.obolibrary.org/obo/CHEBI_22929>	"Any haloalkane that consists of an alkane substituted by at least one bromine atom."	
